Id,Review,English Translation (Approximate) ,,,,,,,,,
476,"എങ്ങനെയോ, നിരവധി കൊലപാതകങ്ങൾ ഉണ്ടായിട്ടും, ഒരു ഫേസർ ഉപയോഗിച്ച് ഏത് നിമിഷവും എല്ലാം നരകത്തിലേക്ക് പോകാം എന്ന ബോധമുണ്ടായിട്ടും, എല്ലാവരെയും തൃപ്തിപ്പെടുത്തുന്ന ഒരു കരാർ ബ്രോക്കർ ചെയ്യാൻ കിർക്കും സ്പോക്കും കൈകാര്യം ചെയ്യുന്നു. 23-ാം നൂറ്റാണ്ടിൽ ആളുകളും സിലിക്കേറ്റുകളും കൂടുതൽ ന്യായയുക്തമാണെന്ന് ഞാൻ ഊഹിക്കുന്നു. അടിപൊളി സിനിമ. തിരക്കഥ ഒരു രക്ഷയും ഇല്ല . പാട്ടുകൾ എല്ലാം തന്നെ വളരെ മോശമായാണ് തോന്നിയത്. കേൾക്കാൻ ഇമ്പമില്ലാത്ത സംഗീതമായിരുന്നു. ","Despite a number of killings, the Kirk and Spoken handles a sense of being a confinement of any moment with a fever.I guess people and silicates are more reasonable in the 23th century.Filling cinema.The script is no salvation.The songs were all very bad.Was a seamless music to hear.",,,,,,,,,
477,"ധാരാളം സൂര്യപ്രകാശം, ജാലകങ്ങളിലൂടെയും മുറികളിലേക്കും അരിച്ചിറങ്ങുന്ന അവ്യക്തമായ വെളിച്ചവും നിഴലും, കൈയിൽ പിടിക്കുന്ന ക്യാമറ ഉപയോഗിച്ച് ജനക്കൂട്ടത്തിലൂടെ നീങ്ങുന്ന ഷോട്ടുകൾ ട്രാക്കുചെയ്യൽ, വേഗത്തിലുള്ള എഡിറ്റിംഗ്, അങ്ങേയറ്റം ക്ലോസ്-അപ്പുകൾ എന്നിവയ്‌ക്കൊപ്പം, ഫോട്ടോഗ്രാഫി ഇതിൽ രസകരവും കലാപരവുമാണ്. സിനിമ ചെയ്തു.","Shots moving in the crowd of the mob into a large number of sunlight, windows and rooms, with the fastest editing, extremely close-ups, and photography is interesting and artistic in this.Did the movie.",,,,,,,,,
478,"പരന്ന സംഭാഷണങ്ങളും മോശമായി നിർവ്വഹിച്ച രംഗങ്ങളും കൊണ്ട് തിരക്കഥ മോശമായി എഴുതിയിരിക്കുന്നു, ഒരു സ്വാധീനവും സൃഷ്ടിക്കുന്നതിൽ പരാജയപ്പെടുന്നു.",The script is poorly written by flat conversations and poorly executed scenes and fail to create an impact.,,,,,,,,,
479,നല്ല ഒരു ക്രൈം ത്രില്ലർ ഫിലിം. ഒട്ടും പ്രതീക്ഷിക്കാത്ത ക്ലൈമാക്സ്‌.,A good crime thriller film. An unexpected climax.,,,,,,,,,
480,അസുഖകരമായ കഥാഗതിയുള്ള ശക്തമായ തീം. അവർക്ക് അത് മികച്ചതാക്കാൻ കഴിയും,A strong theme with a sick storyline. They can make it better,,,,,,,,,
481,"അമിതാഭ് ബച്ചൻ, സഞ്ജയ് ദത്ത്, റാണാ ദഗ്ഗുബതി എന്നിവരടങ്ങുന്ന പ്രതിഭാധനരായ അഭിനേതാക്കൾ ഉണ്ടായിരുന്നിട്ടും, ശ്രദ്ധേയമായ ഒരു കഥ നൽകാൻ സിനിമ പരാജയപ്പെട്ടു. മികച്ച ഛായാഗ്രഹണം ആയിരുന്നു.  ക്യാമറാമാൻ സ്വന്തം കഴിവ് തെളിയിച്ചു. കാസ്റ്റിംഗ് വളരെ മോശമായി തോന്നി.","In spite of the talented actors of Amitabh Bachchan, Sanjay Dutt and Rana Degubati, the film failed to give a remarkable story.The best photography.The cameraman proved his own ability.Casting felt very bad.",,,,,,,,,
482,"മോശം പ്ലോട്ട്, മോശം സംഭാഷണം, മോശം അഭിനയം, വിഡ്ഢിത്തമുള്ള സംവിധാനം, അമിതമായ തിരക്കഥയിൽ തുടർച്ചയായി ഓടുന്ന ശല്യപ്പെടുത്തുന്ന പോൺ ഗ്രോവ് സൗണ്ട് ട്രാക്ക്, വിഎച്ച്‌എസിന്റെ ഒരു മോശം കോപ്പി എന്നിവ മദ്യം കഴിച്ച് വീണ്ടെടുക്കാൻ കഴിയില്ല. എന്നെ വിശ്വസിക്കൂ, കാരണം ഞാൻ ഈ ടർക്കിയെ അവസാനം വരെ നീട്ടി. എല്ലായിടത്തും ഇത് വളരെ ദയനീയമായി മോശമായിരുന്നു, അത് ഹിറ്റ്‌ലറുടെ സ്പ്രിംഗ്ടൈമിന്റെ നാലാംതരം കബളിപ്പിക്കലാണെന്ന് എനിക്ക് കണക്കാക്കേണ്ടിവന്നു.<br /><br />ജാനിസ് ജോപ്ലിനെ അവതരിപ്പിച്ച പെൺകുട്ടിയായിരുന്നു താൽപ്പര്യത്തിന്റെ ഏക മങ്ങിയ തീപ്പൊരി, അത് മാത്രം കാരണം അവൾക്ക് ഒറിജിനലിനേക്കാൾ നന്നായി പാടാൻ കഴിയും.<br /><br />നിങ്ങൾക്ക് സമാനമായതും എന്നാൽ ആയിരം മടങ്ങ് മികച്ചതുമായ എന്തെങ്കിലും കാണണമെങ്കിൽ, ബിയോണ്ട് ദ വാലി ഓഫ് ദ ഡോൾസ് കാണുക.","Bad Plot, Bad Dialogue, Bad Dialogue, Bad Diability, Bad Diability, Starring, Starring Political Puthori, and a bad copy of VHS cannot be recovered.Believe me, because I just extended this turkey to the end.It was very poorly worn out and it was the only blurred chicken of Hitler's springtime. <br /> <br /> Similar to you.But if you want to see something better, see Beyond the Valley of the Dolls.",,,,,,,,,
483,"പാട്ട്, സ്റ്റണ്ട്, ട്വിസ്റ്റ്‌, കോമഡി, സെന്റിമെന്റ്സ് എല്ലാം നല്ല രീതിയിൽ എഡിറ്റിംഗ് ചെയ്ത, സിദ്ധിഖ്‌ സംവിധാനം. ദുരന്ത കാസ്റ്റിംഗ് ആയിരുന്നു ഈ ചിത്രത്തിൽ. ഒട്ടും ചേർച്ചയില്ലായിരുന്നു കഥാപാത്രങ്ങൾക്ക്.","Song, Stunt, Twist, Comedy, Sentiments all well edited, Directed by Siddique. Casting was disastrous in this film. The characters did not match at all.",,,,,,,,,
484,"രാജാ റാണി (2013): ആര്യയും നയൻതാരയും പ്രധാന വേഷങ്ങളിൽ അഭിനയിച്ച ഒരു റൊമാന്റിക് ഡ്രാമ ചിത്രമാണ് രാജ റാണി. ജോർജ്ജ് സി വില്യംസിന്റെ ഛായാഗ്രഹണം മികച്ചതാണ്, സംഗീതം ജി.വി. പ്രകാശ് കുമാർ ഒരു ഹൈലൈറ്റ് ആണ്. അറ്റ്‌ലിയുടെ തിരക്കഥയും സംവിധാനവും ശ്രദ്ധേയമാണ്.","Raja Rani (2013): Raja Rani is a romantic drama film in the lead roles.George C William's photography is the best, music is GVPrakash Kumar is a highlight.The script and the direction of Atley are also noteworthy.",,,,,,,,,
485,കേസ് അന്വേഷണം വളരെ ത്രേസ്സിപിക്കുന്ന ഒന്നായിരുന്നു.പ്രധാന നടന്റെ അഭിനയവും മികച്ചു നിന്നു.,The case investigation was very angry.,,,,,,,,,
486,"അടുത്ത കാലത്ത് കണ്ട ഏറ്റവും മികച്ച സിനിമാനുഭവങ്ങളിലൊന്നാണ് 'ന്നാ താൻ കേസ് കൊട്'.സാമൂഹിക പ്രസക്തമായ വിഷയത്തെ മികച്ച തിരക്കഥയുടേയും,കാസ്റ്റിങിൻ്റെയും പ്രകടനങ്ങളുടേയും മികവ് കൊണ്ടും എക്കാലവും മനസ്സിൽ തങ്ങി നിൽക്കുന്ന നല്ലൊരു രാഷ്ട്രീയ-സാമൂഹിക ആക്ഷേപഹാസ്യ ചിത്രമാണിത്.ചിരിയും ചിന്തയും ആനുപാതികമായി ചേർത്ത മികച്ചൊരു ചിത്രം തന്നെയാണിത്.",This is a great political and social satire that will stay in mind with the best cinema of the recent cinema of the recent cinema.,,,,,,,,,
487,മോശം സിനിമ,Bad movie,,,,,,,,,
488,"അദ്ദേഹത്തിന്റെ സിനിമയ്ക്ക് സാധ്യതയുണ്ടായിരുന്നു, പക്ഷേ നായകന്റെ തെറ്റായ കാസ്റ്റിംഗ് സിനിമയെ ശരിക്കും നശിപ്പിച്ചു. അത് ആധികാരികമായി തോന്നിയില്ല",His movie had potential but the wrong casting of the hero really ruined the movie. It didn't feel authentic,,,,,,,,,
489,മലയാള സിനിമ സംവിധായകരിൽ ലിജോ ജോസ് പല്ലിശ്ശേരി എന്തുകൊണ്ട് വ്യത്യസ്ഥനാകുന്നു എന്നതിന് ചുരുളി തന്നെ മികച്ച ഉദ്ദാഹരണമാണ്. സാങ്കല്പികമായ ഒരു ലോകം -  അതിന്റെ ചുരുളിൽപ്പെടുന്ന രണ്ട് പോലീസുകാർ എന്നതാണ് ചുരളിയുടെ ഇഥി വൃത്തം. ചെമ്പൻ വിനോധും വിനയ് ഫോർട്ടു അവരുടെ കഥാപാത്രങ്ങളോട് നീതി പുലർത്തി. ,The best example is the best example of why Lijo Jose Pallissery is different from director.The contract of the circle of the imaginary world - the two policemen of its curling.Chembann Vinid and Vinay Fort Winnie Fort is just to their characters.,,,,,,,,,
